,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
6273,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,International,14-02-2014,1392307200,Got an email from the department informing they accepted me with a Graduate Teaching/Research Assistanship :) Awaiting graduate school's formal invite.
6274,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,3.93,155.0,170.0,4.0,International,14-02-2014,1392307200,
6275,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,Other,14-02-2014,1392307200,Invited to Diversity Day
6276,Harvard University,Mechanical Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,,,,,International,14-02-2014,1392307200,
6277,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,166.0,161.0,3.5,International,13-02-2014,1392220800,Accepted with assitantship
6278,North Carolina State University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,,,,,International,13-02-2014,1392220800,
6279,"University Of California, Irvine",Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,4.0,156.0,167.0,4.0,International,13-02-2014,1392220800,Fully funded for the first year.
6280,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Rejected,,11-02-2014,1392048000,3.8,145.0,169.0,3.5,International,13-02-2014,1392220800,
6281,UC Davis,Mechanical & Aeronautical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,,,,American,13-02-2014,1392220800,"BS, MS in mechanical engineering. 1 year work experience after graduating."
6282,MIT,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,,,,International,13-02-2014,1392220800,
6283,MIT,MechE,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,,,,International,13-02-2014,1392220800,
6284,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,170.0,158.0,4.5,International,12-02-2014,1392134400,Admitted with fellowship. Will mostly pick Mich over MIT. Waiting for CalTech tho.
6285,Harvard,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,,,,International,12-02-2014,1392134400,
6286,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Rejected,,30-01-2014,1391011200,3.78,157.0,169.0,3.5,International,12-02-2014,1392134400,SUT
6287,SUT,Mechanical Engineering,PhD,Fall 2014,Rejected,,23-01-2014,1390406400,3.78,157.0,169.0,3.5,International,12-02-2014,1392134400,"Thank you for applying to the UC Berkeley-UCSF Bioengineering PhD Program. This year we received over 600 applications, giving us an exceptionally strong pool of candidates to consider. Due to a strict enrollment ceiling imposed by the University and our finite funding capacity, we were only able to offer admission to 10% of our applicants. Unfortunately, this resulted in our not being able to accept many excellent, qualified applicants.We regret to inform you that we will not be able to offer you admission to our PhD program. We wish you the very best as you move forward in your plans for graduate study and your future career goals."
6288,Ohio State University,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,,,,International,12-02-2014,1392134400,
6289,University Of Texas Austin,Mechanical Engineering,PhD,Fall 2014,Rejected,,12-02-2014,1392134400,3.88,690.0,790.0,3.5,International,12-02-2014,1392134400,
6290,"University Of California, San Diego",Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,3.87,155.0,170.0,4.0,International,12-02-2014,1392134400,Undergrad from UCSD. They are preparing a financial support package but not sure about the exact number.
6291,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,3.47,,,,American,11-02-2014,1392048000,"No word of funding just, yet, but I am very excited :D"
6292,University Of California Irvine,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,3.56,152.0,153.0,4.0,American,11-02-2014,1392048000,"3 years research for the government, co-author on 2 pubs, presented posters at 3 presentations, undergrad in chemistry, communicated a lot of a prof at UCI. ZOT ZOT!"
6293,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,International,11-02-2014,1392048000,
6294,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,American,11-02-2014,1392048000,No information on funding yet.
6295,North Carolina State University,Mechanical Engineering,PhD,Fall 2014,Accepted,,04-02-2014,1391443200,4.0,148.0,165.0,3.0,International,11-02-2014,1392048000,
6296,UC San Diego,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,International,11-02-2014,1392048000,
6297,Northwestern University,Mechanical Engineering,PhD,Fall 2014,Rejected,,01-02-2014,1391184000,3.03,146.0,170.0,2.5,International,11-02-2014,1392048000,"with graduate GPA 3.88, no publications"
6298,RPI,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,International,11-02-2014,1392048000,
6299,"University Of California, San Diego",Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,,,,,International,11-02-2014,1392048000,
6300,University At Buffalo,Mechanical Engineering,PhD,Fall 2014,Rejected,,11-02-2014,1392048000,3.56,149.0,167.0,3.0,International,11-02-2014,1392048000,
6301,University Of California San Diego,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,3.9,156.0,164.0,3.5,International,11-02-2014,1392048000,
6302,Rensselaer Polytechnic Institute,Mechanical Engineering,PhD,Fall 2014,Accepted,,11-02-2014,1392048000,,,,,International,11-02-2014,1392048000,Finally first admit !! what are the Mech Engg departments doing in the other univs?
6303,UC San Diego,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,,,,,International,11-02-2014,1392048000,"Sky interviewed by the POI one week ago. Notified that the admission committee will gather to make decisions this week. Official admission offer and a financial support package will arrive soon. Good luck, everyone!"
6304,UCSD,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,,,,,American,10-02-2014,1391961600,In master's degree program at another school. Applied for engineering physics.
6305,USC,Mechanical Engineering,PhD,Fall 2014,Rejected,,10-02-2014,1391961600,3.4,160.0,165.0,4.5,American,10-02-2014,1391961600,"Undergrad TA, 1 published research paper in a related field"
6306,University Of San Diego (UCSD),Mechanical Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,3.86,154.0,170.0,4.0,American,10-02-2014,1391961600,Contacted by prof via email that I was accepted and an official letter of admission and financial support is on its way
6307,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,,,,,American,10-02-2014,1391961600,Still waiting to hear about funding.
6308,University Of Southern California,Mechanical Engineering,PhD,Fall 2014,Rejected,,10-02-2014,1391961600,3.47,,,,American,10-02-2014,1391961600,Kind of a bummer that they send these exclusively through mail.
6309,UC Santa Barbara,Mechanical Engineering,PhD,Fall 2014,Accepted,,08-07-2014,1404748800,3.98,146.0,169.0,2.5,International,08-02-2014,1391788800,Received acceptance letter a few hours after an interview
6310,Cornell University,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,3.81,157.0,164.0,5.5,American,07-02-2014,1391702400,Female domestic student.  Full funding and invited to visit.
6311,Cornell University,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,3.9,167.0,170.0,4.0,American,07-02-2014,1391702400,"2 years of research in UG, but no pubs. No interview before hand."
6312,Cornell University,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,,,,,International,07-02-2014,1391702400,B.Tech from IIT Madras.  Full Funding.
6313,Cornell University,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,3.86,170.0,154.0,4.0,American,07-02-2014,1391702400,Just got admitted with full funding. Too bad its the same visit weekend as my top choice so I'm gonna have to turn this down...
6314,Cornell University,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,,158.0,170.0,4.5,International,07-02-2014,1391702400,Sweet! Fourth admit this week! :)
6315,Cornell,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,,,,,American,07-02-2014,1391702400,
6316,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,3.83,168.0,170.0,3.0,International,07-02-2014,1391702400,Skype interview scheduled for next week
6317,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,3.9,169.0,152.0,3.0,International,07-02-2014,1391702400,"Undergraduate and submite direct Ph.D. program.
I written two SCI paper, one of the First author, and another is a second autohr (it's just submitted.). I got an e-mail of graduate admission commettee and hope that I have an excecptional chance for Ph.D. admission!!"
6318,Georgia Institute Of Technology,Mechanical Engineering,PhD,Fall 2014,Rejected,,01-02-2014,1391184000,3.0,151.0,165.0,3.5,International,07-02-2014,1391702400,
6319,UC Irvine,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,3.49,,,,American,07-02-2014,1391702400,"2 pubs, 3 years of research"
6320,University Of Virginia,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,,,,,International,07-02-2014,1391702400,Financial Aids. No details yet.
6321,Virginia Tech,Mechanical,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,,146.0,164.0,3.0,International,06-02-2014,1391616000,
6322,"University Of California, Irvine",Mechanical Engineering,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,3.47,,,,American,06-02-2014,1391616000,
6323,Syracuse University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Rejected,,06-02-2014,1391616000,3.56,149.0,167.0,3.0,International,06-02-2014,1391616000,
6324,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,,158.0,170.0,4.5,International,06-02-2014,1391616000,Same as post below. Received fellowship letter. 29k/annum! Sweet.
6325,University Of California Santa Barbara,Mechanical Engineering,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,3.9,159.0,168.0,3.5,International,06-02-2014,1391616000,TA/RA
6326,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,,158.0,170.0,4.5,International,06-02-2014,1391616000,"Had an hour long talk with POI. Discussed our research interests and he informed me he'd like to work with me!
Waiting for the official decision. Excited!"
6327,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2014,Accepted,,06-02-2014,1391616000,,158.0,170.0,4.5,International,06-02-2014,1391616000,"Asked to check website via mail. Graduate fellowship award, had gotten an informal mail from POI before, informing me about the decision!
Excited! First official admit with funding!"
6328,George Washington University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,05-02-2014,1391529600,3.4,158.0,166.0,5.0,American,06-02-2014,1391616000,
6329,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,,,,,International,06-02-2014,1391616000,A 10-minute interview by a Graduate Admissions Committee member will be 2 weeks later.
6330,University of Michigan (Ann Arbor),Mechanical Engieneering,PhD,Fall 2014,Interview,,,,3.9,169.0,165.0,4.0,International,06-02-2014,1391616000,Admission office sent me an E-mail with interview request.
6331,"University Of California, Santa Barbara (UCSB)",Mechanical Engineering,PhD,Fall 2014,Accepted,,05-02-2014,1391529600,4.0,153.0,166.0,3.5,International,05-02-2014,1391529600,"Yay, Fully Funded! I will miss east coast freezing whether!"
6332,Massaaachusett Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2014,Interview,,,,,150.0,167.0,4.0,International,05-02-2014,1391529600,Just got an e-mail from a professor that I did not mention in my SoP.
6333,University Of Southern California,Mechanical Engineering,PhD,Fall 2014,Accepted,,04-02-2014,1391443200,3.94,,,,American,05-02-2014,1391529600,"For the previous note with UCSB, it should be Fall 2014, instead."
6334,University Of Southern California,Mechanical Engineering,PhD,Fall 2014,Rejected,,04-02-2014,1391443200,3.94,,,,American,05-02-2014,1391529600,"For the previous note with UCSB, it should be Fall 2014, instead."
6335,"University Of California, Santa Barbara",Mechanical Engineering,PhD,Fall 2014,Accepted,,30-01-2014,1391011200,3.94,,,,American,05-02-2014,1391529600,
6336,University Of Minnesota,Mechanical Engineering,PhD,Fall 2014,Accepted,,29-01-2014,1390924800,,,,,International,05-02-2014,1391529600,
6337,MIT,Mechanical Engineering,PhD,Fall 2014,Interview,,,,3.74,,,,International,05-02-2014,1391529600,
6338,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,3.85,162.0,167.0,4.0,American,05-02-2014,1391529600,I'll be attending visit weekend in march
6339,"University Of California, Santa Barbara (UCSB)",Mechanical Engineering,PhD,Fall 2014,Accepted,,04-02-2014,1391443200,4.0,153.0,166.0,3.5,International,04-02-2014,1391443200,"Got accepted, but no word of funding in the letter. what does it mean? Do I have to contact my POI?"
6340,Arizona State University,Mechanical Engineering,PhD,Fall 2014,Accepted,,04-02-2014,1391443200,3.5,157.0,161.0,3.5,American,04-02-2014,1391443200,can't open admission letter but OMG
6341,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,American,04-02-2014,1391443200,Awarded funding (GRA/TA). Nominated for additional fellowships.
6342,Georgia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,03-02-2014,1391356800,,,,,International,03-02-2014,1391356800,
6343,Georgia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,13-01-2014,1389542400,3.71,154.0,150.0,4.0,American,03-02-2014,1391356800,"They made up their mind one business day after deadline...  I did not contact a faculty department prior, but did request feedback after denial.  They said my Quant GRE was too low."
6344,Georgia Tech,Mechanical Engineering,PhD,Fall 2014,Wait listed,,,,3.1,360.0,366.0,4.5,Other,02-02-2014,1391270400,"You have not been offered admission, but at the present time your file has
been made available for viewing by the faculty of the Woodruff School via
an internal web site.  If a faculty member views your file and expresses
an interest in working with you, we will notify you and continue to
process your application."
6345,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Interview,,,,,158.0,170.0,4.5,International,01-02-2014,1391184000,Contacted by prof to discuss interests.
6346,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,30-01-2014,1391011200,4.0,163.0,148.0,4.0,American,31-01-2014,1391097600,Accepted but no word on funding yet.
6347,University Of Virginia,Mechanical Engineering,PhD,Fall 2014,Accepted,,30-01-2014,1391011200,4.0,148.0,170.0,3.5,International,30-01-2014,1391011200,Admission w/ financial aid. From Purdue.
6348,UC Santa Barbara,Mechanical Engineering,PhD,Fall 2014,Accepted,,29-01-2014,1390924800,,,,,International,30-01-2014,1391011200,
6349,University Of Minnesota,Mechanical Engineering,PhD,Fall 2014,Accepted,,29-01-2014,1390924800,,,,,International,30-01-2014,1391011200,"I have been accepted according to the decision letter but there are no details of funding in it. So, whoever has received details of funding were that in your decision letter uploaded in your application account?"
